user_id,pr_id,interaction_type
U468,P400,wishlist
U545,P421,view
U863,P195,wishlist
U74,P4,wishlist
U97,P141,view
U839,P316,cart
U679,P430,purchase
U520,P421,wishlist
U38,P292,view
U691,P298,purchase
U17,P284,purchase
U558,P406,view
U748,P6,cart
U448,P470,view
U279,P455,cart
U24,P158,wishlist
U398,P201,view
U113,P130,purchase
U689,P247,cart
U792,P90,view
U740,P39,purchase
U307,P513,wishlist
U296,P241,purchase
U163,P234,purchase
U224,P223,view
U534,P29,purchase
U468,P21,wishlist
U863,P139,wishlist
U31,P137,view
U829,P192,purchase
U211,P318,wishlist
U337,P427,view
U16,P479,view
U264,P53,cart
U325,P48,purchase
U215,P262,view
U311,P69,view
U419,P496,purchase
U365,P109,cart
U839,P483,cart
U234,P48,wishlist
U131,P191,wishlist
U534,P478,view
U239,P4,view
U809,P488,cart
U771,P298,view
U539,P118,wishlist
U840,P86,cart
U536,P21,purchase
U570,P27,view
U24,P470,purchase
U600,P288,view
U697,P338,wishlist
U82,P220,purchase
U858,P509,view
U311,P251,view
U180,P126,view
U588,P68,cart
U819,P439,purchase
U19,P118,cart
U92,P414,cart
U448,P137,cart
U841,P442,wishlist
U336,P73,cart
U642,P287,cart
U662,P435,cart
U397,P256,view
U528,P408,view
U813,P7,wishlist
U675,P452,wishlist
U439,P85,wishlist
U691,P139,cart
U415,P49,cart
U855,P339,view
U836,P446,wishlist
U42,P179,cart
U75,P147,purchase
U347,P100,cart
U116,P246,wishlist
U615,P71,wishlist
U64,P447,view
U462,P421,view
U560,P224,purchase
U282,P470,cart
U99,P150,wishlist
U526,P308,view
U425,P240,view
U297,P163,wishlist
U13,P113,wishlist
U882,P232,cart
U190,P126,view
U676,P489,view
U598,P383,cart
U152,P478,wishlist
U184,P448,wishlist
U713,P71,view
U101,P427,cart
U71,P504,wishlist
U688,P450,view
U430,P167,cart
U588,P154,view
U714,P137,view
U828,P391,wishlist
U206,P64,wishlist
U815,P328,purchase
U322,P151,cart
U828,P22,view
U727,P413,view
U403,P90,wishlist
U771,P41,purchase
U619,P78,cart
U753,P338,wishlist
U653,P450,view
U335,P411,wishlist
U234,P178,purchase
U631,P455,view
U281,P516,view
U273,P452,view
U417,P241,purchase
U116,P520,cart
U828,P319,view
U42,P140,wishlist
U580,P508,wishlist
U328,P151,purchase
U335,P221,purchase
U410,P178,wishlist
U246,P21,wishlist
U34,P4,cart
U27,P154,view
U610,P217,wishlist
U289,P52,cart
U310,P205,view
U662,P64,cart
U852,P97,view
U306,P320,wishlist
U192,P344,view
U235,P252,view
U544,P195,purchase
U15,P413,view
U63,P452,cart
U151,P232,purchase
U855,P241,purchase
U90,P159,purchase
U85,P423,wishlist
U82,P382,view
U152,P502,cart
U454,P338,cart
U727,P116,wishlist
U570,P338,view
U232,P207,purchase
U577,P98,wishlist
U31,P53,view
U21,P434,view
U360,P163,cart
U366,P103,cart
U31,P306,view
U619,P460,wishlist
U245,P479,cart
U716,P254,wishlist
U14,P511,view
U74,P315,view
U6,P311,cart
U150,P239,purchase
U337,P470,cart
U794,P351,view
U401,P418,cart
U183,P137,purchase
U583,P103,view
U264,P254,wishlist
U663,P218,view
U379,P32,wishlist
U256,P224,purchase
U775,P179,view
U332,P191,cart
U96,P146,wishlist
U219,P249,wishlist
U240,P427,wishlist
U619,P241,cart
U412,P168,purchase
U600,P68,purchase
U828,P203,wishlist
U662,P54,wishlist
U839,P13,cart
U577,P206,wishlist
U170,P109,view
U360,P295,wishlist
U92,P284,cart
U165,P475,view
U884,P49,cart
U828,P1,wishlist
U859,P383,purchase
U394,P310,wishlist
U663,P455,cart
U759,P137,view
U627,P10,wishlist
U248,P341,view
U838,P355,cart
U222,P358,view
U551,P52,wishlist
U815,P292,wishlist
U102,P449,wishlist
U200,P151,wishlist
U392,P396,purchase
U497,P419,wishlist
U302,P427,purchase
U888,P204,wishlist
U358,P239,purchase
U34,P385,purchase
U117,P13,wishlist
U671,P441,wishlist
U310,P398,cart
U82,P113,view
U702,P449,cart
U720,P211,wishlist
U419,P320,wishlist
U874,P310,wishlist
U728,P70,cart
U390,P419,view
U131,P50,wishlist
U614,P127,view
U201,P293,wishlist
U473,P68,view
U510,P389,cart
U335,P321,cart
U335,P27,wishlist
U419,P487,view
U703,P136,wishlist
U708,P407,view
U538,P141,wishlist
U868,P391,view
U334,P68,wishlist
U351,P27,wishlist
U691,P392,cart
U857,P53,view
U541,P503,wishlist
U157,P146,view
U642,P447,wishlist
U440,P157,wishlist
U71,P298,wishlist
U102,P180,wishlist
U218,P87,wishlist
U784,P224,view
U362,P184,wishlist
U584,P333,cart
U184,P118,wishlist
U158,P69,view
U324,P13,wishlist
U444,P200,purchase
U246,P200,cart
U830,P362,purchase
U713,P172,view
U394,P178,wishlist
U670,P20,cart
U357,P442,purchase
U718,P129,view
U132,P139,purchase
U697,P293,cart
U334,P507,wishlist
U430,P46,view
U669,P57,cart
U828,P247,view
U285,P344,wishlist
U560,P28,view
U626,P28,cart
U204,P508,purchase
U741,P504,wishlist
U179,P211,view
U26,P419,purchase
U379,P123,purchase
U187,P344,cart
U92,P317,view
U534,P475,view
U887,P306,purchase
U521,P298,wishlist
U591,P424,cart
U159,P137,view
U775,P321,cart
U362,P324,view
U536,P168,cart
U668,P65,cart
U772,P224,wishlist
U697,P341,wishlist
U565,P358,view
U485,P65,wishlist
U82,P116,wishlist
U734,P360,view
U542,P511,purchase
U222,P116,view
U608,P435,view
U31,P68,cart
U67,P376,cart
U670,P177,view
U209,P177,cart
U740,P180,wishlist
U307,P336,view
U10,P18,view
U643,P203,view
U615,P69,cart
U690,P489,cart
U234,P317,view
U457,P218,wishlist
U820,P385,cart
U697,P295,wishlist
U476,P499,view
U840,P146,wishlist
U45,P45,view
U349,P395,wishlist
U871,P39,view
U224,P321,purchase
U27,P68,wishlist
U304,P46,view
U69,P150,view
U186,P152,view
U548,P166,wishlist
U283,P358,view
U297,P495,wishlist
U314,P139,cart
U864,P249,wishlist
U194,P256,view
U392,P208,view
U409,P224,wishlist
U477,P424,wishlist
U443,P412,purchase
U642,P339,purchase
U864,P460,purchase
U359,P179,view
U615,P24,purchase
U620,P366,wishlist
U819,P474,wishlist
U173,P409,cart
U11,P463,view
U753,P398,view
U626,P501,view
U724,P310,cart
U430,P416,purchase
U328,P71,wishlist
U749,P493,wishlist
U534,P427,wishlist
U757,P49,purchase
U370,P166,view
U815,P427,wishlist
U250,P487,cart
U210,P502,wishlist
U245,P327,view
U686,P185,view
U74,P107,purchase
U104,P310,cart
U443,P338,cart
U501,P444,wishlist
U734,P294,cart
U96,P167,cart
U605,P309,view
U837,P513,purchase
U409,P231,view
U549,P231,view
U606,P377,view
U96,P100,cart
U665,P346,wishlist
U652,P64,cart
U27,P146,view
U419,P62,view
U405,P72,wishlist
U813,P54,wishlist
U281,P35,view
U699,P508,view
U638,P475,wishlist
U134,P507,view
U114,P123,cart
U820,P207,wishlist
U127,P359,view
U133,P64,view
U222,P209,view
U392,P483,view
U471,P400,cart
U753,P21,view
U425,P173,cart
U794,P295,cart
U759,P359,view
U663,P436,cart
U276,P357,cart
U359,P192,cart
U128,P460,view
U391,P410,view
U671,P84,view
U643,P100,view
U591,P509,purchase
U760,P6,purchase
U741,P190,view
U568,P386,view
U135,P411,view
U888,P400,view
U702,P321,view
U397,P335,wishlist
U362,P68,cart
U224,P447,wishlist
U391,P236,purchase
U422,P120,view
U812,P516,purchase
U866,P344,purchase
U239,P328,wishlist
U571,P416,wishlist
U630,P25,purchase
U236,P277,view
U607,P252,wishlist
U165,P403,purchase
U158,P406,wishlist
U383,P421,wishlist
U886,P98,view
U698,P9,wishlist
U376,P389,purchase
U598,P241,view
U279,P445,wishlist
U609,P2,wishlist
U457,P71,purchase
U682,P278,wishlist
U13,P412,view
U410,P53,purchase
U225,P64,view
U548,P310,view
U784,P32,wishlist
U474,P134,view
U796,P510,cart
U723,P27,purchase
U212,P53,wishlist
U759,P361,wishlist
U347,P233,wishlist
U884,P73,wishlist
U884,P489,wishlist
U881,P383,cart
U326,P147,purchase
U114,P32,wishlist
U140,P130,wishlist
U692,P342,cart
U610,P330,cart
U841,P469,wishlist
U298,P139,cart
U815,P209,view
U277,P1,wishlist
U440,P407,view
U747,P107,purchase
U212,P318,wishlist
U890,P446,wishlist
U279,P36,purchase
U332,P366,purchase
U644,P204,cart
U461,P509,view
U469,P509,purchase
U839,P516,wishlist
U882,P279,purchase
U855,P150,cart
U485,P176,view
U403,P409,view
U678,P7,view
U176,P17,view
U379,P406,purchase
U314,P447,wishlist
U174,P126,purchase
U564,P105,wishlist
U36,P196,wishlist
U336,P240,wishlist
U59,P127,cart
U501,P1,wishlist
U688,P326,wishlist
U255,P357,cart
U133,P435,wishlist
U800,P299,purchase
U316,P520,wishlist
U281,P361,wishlist
U520,P244,wishlist
U342,P38,purchase
U128,P71,wishlist
U697,P44,cart
U722,P460,view
U192,P308,purchase
U572,P520,view
U74,P149,purchase
U610,P32,cart
U173,P460,view
U714,P50,view
U588,P445,view
U215,P220,cart
U256,P7,cart
U277,P267,view
U474,P143,view
U840,P211,wishlist
U576,P44,view
U108,P267,wishlist
U534,P505,cart
U582,P151,purchase
U158,P395,wishlist
U884,P322,cart
U790,P107,cart
U322,P387,cart
U135,P302,wishlist
U751,P376,wishlist
U370,P428,wishlist
U576,P319,purchase
U419,P68,view
U310,P509,cart
U132,P357,view
U152,P78,cart
U24,P168,view
U460,P77,purchase
U700,P240,cart
U691,P178,cart
U410,P205,wishlist
U686,P170,view
U296,P123,purchase
U671,P166,view
U779,P306,wishlist
U177,P419,wishlist
U858,P338,view
U843,P114,view
U714,P7,cart
U274,P190,view
U190,P318,purchase
U106,P20,wishlist
U829,P44,purchase
U68,P175,cart
U237,P134,purchase
U574,P241,wishlist
U820,P26,view
U643,P126,cart
U362,P66,view
U17,P320,wishlist
U335,P207,cart
U834,P319,view
U584,P105,view
U712,P236,wishlist
U199,P190,view
U221,P243,cart
U98,P478,view
U729,P246,cart
U674,P112,wishlist
U14,P430,purchase
U17,P212,cart
U808,P241,view
U135,P279,cart
U264,P78,wishlist
U485,P127,purchase
U494,P434,wishlist
U326,P337,cart
U779,P204,view
U749,P204,view
U341,P68,wishlist
U158,P17,view
U665,P99,wishlist
U386,P501,purchase
U360,P182,view
U91,P28,wishlist
U794,P75,cart
U893,P470,cart
U62,P109,cart
U16,P319,wishlist
U665,P256,cart
U611,P408,wishlist
U802,P71,view
U468,P115,wishlist
U771,P69,purchase
U592,P412,view
U123,P442,cart
U461,P480,wishlist
U269,P441,view
U144,P450,view
U792,P411,cart
U619,P251,cart
U191,P426,purchase
U626,P241,cart
U810,P502,wishlist
U699,P517,purchase
U240,P293,purchase
U307,P36,purchase
U311,P407,purchase
U427,P401,wishlist
U208,P8,wishlist
U200,P105,purchase
U192,P422,wishlist
U204,P230,view
U626,P409,cart
U239,P166,wishlist
U878,P29,wishlist
U77,P386,wishlist
U424,P513,wishlist
U520,P287,wishlist
U430,P75,purchase
U416,P358,view
U443,P320,view
U340,P387,wishlist
U173,P463,cart
U580,P366,view
U457,P321,view
U448,P488,view
U889,P65,cart
U443,P180,view
U795,P65,view
U379,P66,view
U838,P427,purchase
U594,P337,wishlist
U222,P109,wishlist
U278,P102,wishlist
U316,P389,cart
U454,P25,cart
U615,P52,purchase
U834,P309,wishlist
U674,P293,view
U332,P130,wishlist
U274,P137,cart
U333,P57,cart
U222,P232,wishlist
U508,P200,cart
U69,P309,purchase
U444,P411,cart
U101,P85,view
U187,P65,cart
U360,P195,cart
U572,P499,cart
U751,P442,cart
U570,P117,wishlist
U418,P194,wishlist
U835,P361,purchase
U800,P487,purchase
U204,P81,cart
U239,P243,cart
U746,P435,wishlist
U653,P195,cart
U476,P359,view
U541,P129,view
U750,P450,view
U610,P326,wishlist
U191,P6,purchase
U571,P4,view
U426,P68,wishlist
U638,P208,cart
U855,P383,view
U327,P153,cart
U191,P234,cart
U95,P204,wishlist
U675,P336,view
U219,P163,purchase
U429,P279,view
U828,P386,wishlist
U687,P217,wishlist
U239,P192,view
U727,P357,wishlist
U720,P321,purchase
U71,P103,wishlist
U584,P244,wishlist
U771,P412,view
U517,P339,wishlist
U402,P114,view
U13,P139,purchase
U477,P469,cart
U416,P516,wishlist
U133,P476,purchase
U104,P17,purchase
U884,P177,cart
U60,P337,view
U97,P120,view
U815,P398,view
U284,P412,cart
U246,P478,cart
U297,P517,view
U311,P86,purchase
U144,P72,wishlist
U769,P325,purchase
U691,P27,purchase
U750,P262,purchase
U685,P485,wishlist
U834,P244,view
U829,P276,purchase
U581,P240,purchase
U335,P172,view
U365,P318,view
U327,P410,wishlist
U586,P46,cart
U890,P278,view
U13,P460,cart
U586,P80,wishlist
U473,P398,purchase
U738,P150,cart
U539,P150,cart
U96,P247,view
U191,P486,view
U885,P361,wishlist
U165,P170,view
U336,P383,wishlist
U392,P23,cart
U219,P286,wishlist
U171,P463,cart
U460,P50,wishlist
U71,P292,view
U510,P206,wishlist
U390,P486,view
U385,P126,cart
U394,P376,purchase
U27,P277,wishlist
U19,P100,view
U531,P4,wishlist
U11,P321,wishlist
U460,P257,purchase
U704,P93,purchase
U158,P90,view
U156,P295,view
U704,P320,purchase
U311,P452,view
U27,P93,cart
U379,P26,view
U16,P118,view
U206,P220,view
U475,P499,view
U24,P476,wishlist
U807,P233,purchase
U443,P366,purchase
U687,P112,purchase
U802,P196,wishlist
U310,P369,view
U137,P410,view
U477,P29,wishlist
U17,P239,view
U158,P358,wishlist
U151,P103,wishlist
U545,P409,cart
U825,P355,view
U553,P64,view
U264,P126,purchase
U258,P460,view
U584,P176,wishlist
U646,P290,view
U60,P179,view
U185,P333,view
U116,P448,purchase
U278,P315,wishlist
U819,P75,purchase
U87,P384,wishlist
U474,P360,view
U279,P336,wishlist
U383,P73,view
U96,P221,cart
U306,P251,wishlist
U351,P232,view
U877,P460,view
U11,P411,view
U204,P68,wishlist
U769,P504,purchase
U582,P151,wishlist
U154,P48,wishlist
U757,P298,purchase
U620,P51,purchase
U483,P224,wishlist
U812,P130,view
U296,P449,wishlist
U283,P57,purchase
U116,P196,view
U803,P419,wishlist
U497,P478,cart
U586,P165,purchase
U402,P107,cart
U520,P200,wishlist
U281,P422,wishlist
U607,P484,cart
U882,P450,cart
U779,P212,cart
U336,P384,wishlist
U610,P470,view
U751,P518,wishlist
U15,P54,wishlist
U98,P48,cart
U74,P316,cart
U249,P151,wishlist
U236,P382,purchase
U534,P46,view
U335,P363,cart
U10,P116,view
U289,P203,view
U26,P51,view
U724,P138,view
U281,P92,cart
U234,P221,view
U59,P391,view
U776,P237,view
U71,P299,wishlist
U687,P463,view
U308,P446,cart
U68,P318,cart
U725,P207,purchase
U385,P418,view
U729,P8,wishlist
U779,P493,wishlist
U890,P508,purchase
U588,P78,view
U362,P163,purchase
U805,P158,view
U440,P72,view
U152,P149,cart
U627,P105,view
U691,P377,view
U150,P412,cart
U417,P105,view
U810,P256,purchase
U476,P412,wishlist
U750,P298,wishlist
U570,P276,wishlist
U248,P21,purchase
U713,P8,purchase
U143,P175,purchase
U605,P336,purchase
U654,P149,view
U557,P196,wishlist
U850,P168,wishlist
U784,P115,wishlist
U319,P444,view
U283,P3,view
U314,P29,cart
U676,P168,view
U111,P385,wishlist
U512,P483,wishlist
U713,P315,purchase
U30,P401,cart
U302,P190,cart
U475,P111,cart
U696,P236,view
U184,P44,wishlist
U385,P118,view
U38,P49,purchase
U327,P173,wishlist
U485,P194,purchase
U319,P136,view
U126,P391,view
U888,P118,wishlist
U126,P123,purchase
U390,P68,purchase
U237,P37,wishlist
U653,P463,purchase
U359,P223,wishlist
U335,P470,cart
U655,P455,view
U619,P159,wishlist
U768,P496,wishlist
U376,P132,wishlist
U173,P488,view
U600,P167,view
U810,P306,wishlist
U707,P359,wishlist
U737,P331,purchase
U246,P321,wishlist
U365,P113,cart
U443,P6,wishlist
U397,P139,view
U755,P218,wishlist
U608,P505,view
U186,P439,wishlist
U738,P377,view
U40,P395,view
U802,P385,wishlist
U134,P407,purchase
U186,P53,view
U44,P65,cart
U219,P65,cart
U237,P157,purchase
U412,P185,purchase
U889,P220,wishlist
U796,P311,wishlist
U401,P335,view
U744,P230,view
U126,P359,wishlist
U557,P81,wishlist
U94,P265,purchase
U117,P250,cart
U239,P24,purchase
U571,P94,purchase
U112,P447,purchase
U27,P200,view
U815,P445,wishlist
U803,P68,view
U125,P295,view
U834,P137,purchase
U810,P9,wishlist
U273,P195,view
U867,P435,view
U170,P383,purchase
U705,P21,view
U365,P177,purchase
U738,P90,cart
U757,P87,cart
U16,P206,view
U605,P461,wishlist
U852,P391,view
U152,P71,wishlist
U335,P487,cart
U835,P139,wishlist
U772,P317,cart
U74,P405,purchase
U236,P46,view
U837,P156,view
U825,P200,cart
U443,P123,wishlist
U313,P195,wishlist
U748,P250,view
U544,P427,cart
U549,P435,wishlist
U720,P222,view
U584,P65,view
U806,P383,purchase
U18,P474,cart
U523,P211,wishlist
U882,P192,purchase
U71,P295,view
U249,P124,purchase
U734,P324,purchase
U113,P116,purchase
U443,P129,wishlist
U806,P139,view
U115,P107,purchase
U571,P325,cart
U702,P506,view
U59,P338,view
U199,P516,view
U38,P439,purchase
U246,P279,view
U608,P503,wishlist
U843,P81,purchase
U576,P69,purchase
U108,P200,view
U855,P292,cart
U843,P247,view
U105,P152,view
U739,P361,view
U308,P372,wishlist
U255,P118,purchase
U6,P117,cart
U80,P50,cart
U600,P474,wishlist
U444,P18,view
U431,P504,view
U126,P111,cart
U598,P262,view
U634,P410,view
U678,P311,purchase
U857,P7,view
U665,P295,wishlist
U653,P316,cart
U400,P166,wishlist
U314,P461,purchase
U159,P336,wishlist
U129,P321,wishlist
U746,P87,cart
U51,P68,view
U805,P325,wishlist
U224,P481,purchase
U170,P230,cart
U757,P80,cart
U38,P166,view
U191,P212,purchase
U279,P308,view
U127,P180,view
U557,P331,wishlist
U882,P408,cart
U759,P299,cart
U262,P499,view
U634,P175,purchase
U157,P508,wishlist
U134,P427,purchase
U636,P478,wishlist
U218,P487,wishlist
U126,P489,wishlist
U299,P422,cart
U720,P401,view
U34,P469,view
U107,P408,purchase
U690,P25,purchase
U541,P211,view
U716,P65,view
U45,P293,view
U582,P460,view
U335,P230,wishlist
U542,P68,wishlist
U185,P386,wishlist
U108,P123,wishlist
U558,P355,wishlist
U473,P380,purchase
U567,P86,wishlist
U282,P319,wishlist
U567,P293,view
U136,P502,view
U274,P288,wishlist
U440,P434,view
U135,P234,wishlist
U600,P126,purchase
U808,P116,wishlist
U449,P15,wishlist
U653,P52,cart
U815,P87,cart
U447,P306,view
U322,P251,wishlist
U413,P118,wishlist
U200,P488,wishlist
U413,P205,view
U679,P26,purchase
U187,P120,view
U884,P34,purchase
U657,P427,view
U869,P366,purchase
U176,P355,cart
U310,P276,wishlist
U285,P29,purchase
U626,P163,purchase
U779,P371,purchase
U449,P435,cart
U219,P359,wishlist
U815,P337,wishlist
U496,P407,purchase
U703,P154,purchase
U134,P450,purchase
U509,P51,wishlist
U755,P165,purchase
U608,P449,view
U570,P277,purchase
U723,P178,purchase
U687,P460,view
U133,P235,purchase
U44,P78,cart
U712,P81,view
U681,P233,wishlist
U677,P446,view
U180,P359,view
U789,P262,view
U545,P385,cart
U757,P428,view
U676,P118,view
U415,P256,wishlist
U335,P283,view
U597,P34,view
U837,P230,cart
U825,P391,cart
U126,P290,cart
U165,P325,view
U788,P262,view
U607,P158,wishlist
U605,P318,view
U720,P130,purchase
U835,P488,view
U631,P137,wishlist
U734,P412,view
U476,P69,view
U63,P205,wishlist
U689,P463,purchase
U379,P149,wishlist
U775,P112,purchase
U746,P406,cart
U63,P333,purchase
U137,P64,purchase
U251,P403,cart
U398,P179,cart
U567,P406,purchase
U476,P481,cart
U775,P439,purchase
U606,P177,view
U199,P53,view
U324,P51,cart
U101,P386,cart
U860,P344,view
U714,P111,purchase
U27,P353,wishlist
U712,P53,view
U29,P239,cart
U170,P503,purchase
U815,P435,wishlist
U201,P51,view
U422,P408,cart
U794,P450,view
U10,P299,wishlist
U9,P206,view
U828,P361,wishlist
U373,P426,wishlist
U106,P102,purchase
U704,P22,view
U608,P140,purchase
U428,P73,view
U277,P66,view
U703,P407,wishlist
U38,P37,view
U201,P44,purchase
U781,P516,view
U31,P179,view
U838,P290,purchase
U729,P39,cart
U45,P435,view
U544,P284,purchase
U106,P99,wishlist
U84,P217,wishlist
U87,P192,purchase
U577,P167,view
U605,P206,view
U292,P401,view
U283,P299,purchase
U467,P516,wishlist
U877,P206,purchase
U10,P505,view
U473,P371,purchase
U644,P446,wishlist
U175,P506,cart
U203,P21,cart
U606,P372,view
U434,P73,view
U492,P7,wishlist
U210,P328,cart
U150,P384,view
U125,P398,purchase
U256,P19,wishlist
U598,P442,cart
U740,P68,view
U757,P9,wishlist
U99,P93,view
U219,P278,cart
U256,P344,cart
U133,P235,view
U876,P195,purchase
U84,P478,purchase
U194,P102,wishlist
U348,P49,purchase
U657,P114,cart
U699,P421,view
U184,P406,view
U284,P38,wishlist
U209,P246,wishlist
U191,P98,cart
U615,P321,wishlist
U335,P416,view
U400,P371,purchase
U700,P200,wishlist
U592,P218,view
U610,P205,cart
U67,P139,wishlist
U674,P315,wishlist
U598,P485,view
U825,P92,wishlist
U200,P71,wishlist
U449,P497,cart
U79,P173,cart
U508,P178,view
U247,P410,purchase
U874,P52,wishlist
U744,P81,purchase
U476,P7,view
U334,P450,cart
U64,P292,wishlist
U738,P310,view
U627,P40,cart
U243,P414,wishlist
U691,P243,view
U107,P510,view
U458,P385,wishlist
U592,P157,wishlist
U311,P286,wishlist
U613,P346,cart
U497,P46,view
U272,P518,cart
U446,P279,wishlist
U28,P292,view
U443,P7,purchase
U794,P372,view
U298,P449,wishlist
U269,P363,cart
U550,P290,wishlist
U638,P230,view
U224,P116,purchase
U751,P509,cart
U76,P190,cart
U653,P284,wishlist
U580,P172,cart
U697,P112,wishlist
U783,P75,view
U239,P4,purchase
U713,P66,cart
U152,P485,view
U205,P139,purchase
U31,P256,purchase
U45,P463,wishlist
U607,P94,wishlist
U132,P444,view
U152,P384,view
U249,P435,wishlist
U610,P499,wishlist
U795,P124,view
U877,P224,cart
U534,P218,view
U307,P401,view
U16,P463,view
U578,P442,view
U403,P231,wishlist
U853,P520,purchase
U600,P234,cart
U322,P217,wishlist
U27,P24,purchase
U501,P487,purchase
U265,P338,cart
U347,P505,cart
U611,P13,cart
U881,P479,purchase
U610,P470,wishlist
U531,P357,view
U358,P288,wishlist
U285,P58,purchase
U426,P309,wishlist
U336,P170,view
U62,P218,purchase
U449,P278,wishlist
U336,P196,cart
U150,P318,wishlist
U38,P116,wishlist
U862,P146,wishlist
U714,P45,wishlist
U750,P40,purchase
U71,P380,purchase
U417,P6,purchase
U843,P7,cart
U720,P455,wishlist
U191,P80,view
U781,P341,purchase
U608,P40,view
U615,P276,cart
U416,P491,purchase
U783,P450,view
U398,P239,cart
U10,P408,cart
U353,P194,view
U583,P177,view
U24,P293,purchase
U776,P156,view
U281,P358,wishlist
U805,P235,wishlist
U834,P508,view
U699,P356,purchase
